micro_zone,distributionType,n,scenario,dc
3836,MOTORIZED,3,2-MUC: Nur Transporter,14
3837,MOTORIZED,8,2-MUC: Nur Transporter,14
3838,MOTORIZED,13,2-MUC: Nur Transporter,14
3839,MOTORIZED,12,2-MUC: Nur Transporter,14
3840,MOTORIZED,18,2-MUC: Nur Transporter,14
3841,MOTORIZED,21,2-MUC: Nur Transporter,14
3842,MOTORIZED,8,2-MUC: Nur Transporter,14
3843,MOTORIZED,22,2-MUC: Nur Transporter,14
3844,MOTORIZED,13,2-MUC: Nur Transporter,14
3845,MOTORIZED,18,2-MUC: Nur Transporter,14
3846,MOTORIZED,16,2-MUC: Nur Transporter,14
3847,MOTORIZED,31,2-MUC: Nur Transporter,14
3848,MOTORIZED,9,2-MUC: Nur Transporter,14
3849,MOTORIZED,13,2-MUC: Nur Transporter,14
3850,MOTORIZED,17,2-MUC: Nur Transporter,14
3851,MOTORIZED,19,2-MUC: Nur Transporter,14
3852,MOTORIZED,31,2-MUC: Nur Transporter,14
3853,MOTORIZED,12,2-MUC: Nur Transporter,14
3854,MOTORIZED,36,2-MUC: Nur Transporter,14
3855,MOTORIZED,23,2-MUC: Nur Transporter,14
3856,MOTORIZED,15,2-MUC: Nur Transporter,14
3857,MOTORIZED,6,2-MUC: Nur Transporter,14
3858,MOTORIZED,13,2-MUC: Nur Transporter,14
3859,MOTORIZED,8,2-MUC: Nur Transporter,14
3860,MOTORIZED,3,2-MUC: Nur Transporter,14
3861,MOTORIZED,20,2-MUC: Nur Transporter,14
3862,MOTORIZED,12,2-MUC: Nur Transporter,14
3863,MOTORIZED,15,2-MUC: Nur Transporter,14
3864,MOTORIZED,10,2-MUC: Nur Transporter,14
3865,MOTORIZED,17,2-MUC: Nur Transporter,14
3866,MOTORIZED,16,2-MUC: Nur Transporter,14
3867,MOTORIZED,18,2-MUC: Nur Transporter,14
3868,MOTORIZED,10,2-MUC: Nur Transporter,14
3869,MOTORIZED,6,2-MUC: Nur Transporter,14
3870,MOTORIZED,15,2-MUC: Nur Transporter,14
3871,MOTORIZED,4,2-MUC: Nur Transporter,14
3873,MOTORIZED,20,2-MUC: Nur Transporter,14
3874,MOTORIZED,17,2-MUC: Nur Transporter,14
3875,MOTORIZED,16,2-MUC: Nur Transporter,14
3876,MOTORIZED,52,2-MUC: Nur Transporter,14
3877,MOTORIZED,45,2-MUC: Nur Transporter,14
3878,MOTORIZED,29,2-MUC: Nur Transporter,14
3881,MOTORIZED,88,2-MUC: Nur Transporter,14
3882,MOTORIZED,46,2-MUC: Nur Transporter,14
3883,MOTORIZED,53,2-MUC: Nur Transporter,14
3884,MOTORIZED,49,2-MUC: Nur Transporter,14
3885,MOTORIZED,50,2-MUC: Nur Transporter,14
3886,MOTORIZED,27,2-MUC: Nur Transporter,14
3887,MOTORIZED,29,2-MUC: Nur Transporter,14
3888,MOTORIZED,11,2-MUC: Nur Transporter,14
3889,MOTORIZED,5,2-MUC: Nur Transporter,14
3890,MOTORIZED,9,2-MUC: Nur Transporter,14
3891,MOTORIZED,7,2-MUC: Nur Transporter,14
3892,MOTORIZED,21,2-MUC: Nur Transporter,14
3893,MOTORIZED,7,2-MUC: Nur Transporter,14
3894,MOTORIZED,23,2-MUC: Nur Transporter,14
3895,MOTORIZED,21,2-MUC: Nur Transporter,14
3896,MOTORIZED,21,2-MUC: Nur Transporter,14
3897,MOTORIZED,34,2-MUC: Nur Transporter,14
3898,MOTORIZED,42,2-MUC: Nur Transporter,14
3899,MOTORIZED,2,2-MUC: Nur Transporter,14
3900,MOTORIZED,10,2-MUC: Nur Transporter,14
3901,MOTORIZED,11,2-MUC: Nur Transporter,14
3902,MOTORIZED,1,2-MUC: Nur Transporter,14
3903,MOTORIZED,10,2-MUC: Nur Transporter,14
3904,MOTORIZED,8,2-MUC: Nur Transporter,14
3905,MOTORIZED,13,2-MUC: Nur Transporter,14
3906,MOTORIZED,9,2-MUC: Nur Transporter,14
3908,MOTORIZED,15,2-MUC: Nur Transporter,14
3909,MOTORIZED,4,2-MUC: Nur Transporter,14
3910,MOTORIZED,6,2-MUC: Nur Transporter,14
3911,MOTORIZED,13,2-MUC: Nur Transporter,14
3912,MOTORIZED,13,2-MUC: Nur Transporter,14
3913,MOTORIZED,9,2-MUC: Nur Transporter,14
3914,MOTORIZED,7,2-MUC: Nur Transporter,14
3915,MOTORIZED,16,2-MUC: Nur Transporter,14
3916,MOTORIZED,13,2-MUC: Nur Transporter,14
3918,MOTORIZED,3,2-MUC: Nur Transporter,14
3920,MOTORIZED,17,2-MUC: Nur Transporter,14
3921,MOTORIZED,18,2-MUC: Nur Transporter,14
3922,MOTORIZED,8,2-MUC: Nur Transporter,14
3923,MOTORIZED,8,2-MUC: Nur Transporter,14
3924,MOTORIZED,4,2-MUC: Nur Transporter,14
3925,MOTORIZED,16,2-MUC: Nur Transporter,14
3926,MOTORIZED,13,2-MUC: Nur Transporter,14
3927,MOTORIZED,11,2-MUC: Nur Transporter,14
3928,MOTORIZED,1,2-MUC: Nur Transporter,14
3929,MOTORIZED,22,2-MUC: Nur Transporter,14
3930,MOTORIZED,7,2-MUC: Nur Transporter,14
3931,MOTORIZED,14,2-MUC: Nur Transporter,14
3932,MOTORIZED,10,2-MUC: Nur Transporter,14
3933,MOTORIZED,20,2-MUC: Nur Transporter,14
3934,MOTORIZED,6,2-MUC: Nur Transporter,14
3935,MOTORIZED,14,2-MUC: Nur Transporter,14
3936,MOTORIZED,7,2-MUC: Nur Transporter,14
3937,MOTORIZED,5,2-MUC: Nur Transporter,14
3938,MOTORIZED,20,2-MUC: Nur Transporter,14
3939,MOTORIZED,13,2-MUC: Nur Transporter,14
3940,MOTORIZED,10,2-MUC: Nur Transporter,14
3941,MOTORIZED,18,2-MUC: Nur Transporter,14
3942,MOTORIZED,1,2-MUC: Nur Transporter,14
3943,MOTORIZED,11,2-MUC: Nur Transporter,14
3944,MOTORIZED,4,2-MUC: Nur Transporter,14
3945,MOTORIZED,14,2-MUC: Nur Transporter,14
3946,MOTORIZED,12,2-MUC: Nur Transporter,14
3947,MOTORIZED,8,2-MUC: Nur Transporter,14
3948,MOTORIZED,10,2-MUC: Nur Transporter,14
3949,MOTORIZED,15,2-MUC: Nur Transporter,14
3950,MOTORIZED,27,2-MUC: Nur Transporter,14
3951,MOTORIZED,18,2-MUC: Nur Transporter,14
3952,MOTORIZED,29,2-MUC: Nur Transporter,14
3953,MOTORIZED,21,2-MUC: Nur Transporter,14
3954,MOTORIZED,13,2-MUC: Nur Transporter,14
3955,MOTORIZED,18,2-MUC: Nur Transporter,14
3956,MOTORIZED,15,2-MUC: Nur Transporter,14
3957,MOTORIZED,4,2-MUC: Nur Transporter,14
3958,MOTORIZED,4,2-MUC: Nur Transporter,14
3959,MOTORIZED,18,2-MUC: Nur Transporter,14
3960,MOTORIZED,13,2-MUC: Nur Transporter,14
3961,MOTORIZED,99,2-MUC: Nur Transporter,14
3962,MOTORIZED,44,2-MUC: Nur Transporter,14
3963,MOTORIZED,15,2-MUC: Nur Transporter,14
3964,MOTORIZED,9,2-MUC: Nur Transporter,14
3965,MOTORIZED,17,2-MUC: Nur Transporter,14
3966,MOTORIZED,23,2-MUC: Nur Transporter,14
3967,MOTORIZED,25,2-MUC: Nur Transporter,14
3968,MOTORIZED,26,2-MUC: Nur Transporter,14
3969,MOTORIZED,13,2-MUC: Nur Transporter,14
3970,MOTORIZED,15,2-MUC: Nur Transporter,14
3971,MOTORIZED,5,2-MUC: Nur Transporter,14
3972,MOTORIZED,15,2-MUC: Nur Transporter,14
3973,MOTORIZED,1,2-MUC: Nur Transporter,14
3974,MOTORIZED,6,2-MUC: Nur Transporter,14
3975,MOTORIZED,14,2-MUC: Nur Transporter,14
3976,MOTORIZED,24,2-MUC: Nur Transporter,14
3977,MOTORIZED,17,2-MUC: Nur Transporter,14
3978,MOTORIZED,18,2-MUC: Nur Transporter,14
3979,MOTORIZED,8,2-MUC: Nur Transporter,14
3980,MOTORIZED,20,2-MUC: Nur Transporter,14
3981,MOTORIZED,9,2-MUC: Nur Transporter,14
3982,MOTORIZED,12,2-MUC: Nur Transporter,14
3983,MOTORIZED,41,2-MUC: Nur Transporter,14
3984,MOTORIZED,24,2-MUC: Nur Transporter,14
3985,MOTORIZED,42,2-MUC: Nur Transporter,14
3986,MOTORIZED,26,2-MUC: Nur Transporter,14
3987,MOTORIZED,10,2-MUC: Nur Transporter,14
3988,MOTORIZED,10,2-MUC: Nur Transporter,14
3989,MOTORIZED,11,2-MUC: Nur Transporter,14
3990,MOTORIZED,8,2-MUC: Nur Transporter,14
3991,MOTORIZED,9,2-MUC: Nur Transporter,14
3992,MOTORIZED,27,2-MUC: Nur Transporter,14
3993,MOTORIZED,1,2-MUC: Nur Transporter,14
3994,MOTORIZED,24,2-MUC: Nur Transporter,14
3995,MOTORIZED,11,2-MUC: Nur Transporter,14
3996,MOTORIZED,5,2-MUC: Nur Transporter,14
3997,MOTORIZED,9,2-MUC: Nur Transporter,14
3998,MOTORIZED,4,2-MUC: Nur Transporter,14
3999,MOTORIZED,5,2-MUC: Nur Transporter,14
4000,MOTORIZED,9,2-MUC: Nur Transporter,14
4001,MOTORIZED,24,2-MUC: Nur Transporter,14
4002,MOTORIZED,7,2-MUC: Nur Transporter,14
4003,MOTORIZED,17,2-MUC: Nur Transporter,14
4004,MOTORIZED,3,2-MUC: Nur Transporter,14
4005,MOTORIZED,6,2-MUC: Nur Transporter,14
4006,MOTORIZED,12,2-MUC: Nur Transporter,14
4007,MOTORIZED,13,2-MUC: Nur Transporter,14
4008,MOTORIZED,12,2-MUC: Nur Transporter,14
4009,MOTORIZED,5,2-MUC: Nur Transporter,14
4010,MOTORIZED,3,2-MUC: Nur Transporter,14
4011,MOTORIZED,4,2-MUC: Nur Transporter,14
4012,MOTORIZED,12,2-MUC: Nur Transporter,14
4013,MOTORIZED,12,2-MUC: Nur Transporter,14
4014,MOTORIZED,11,2-MUC: Nur Transporter,14
4015,MOTORIZED,19,2-MUC: Nur Transporter,14
4016,MOTORIZED,21,2-MUC: Nur Transporter,14
4017,MOTORIZED,13,2-MUC: Nur Transporter,14
4018,MOTORIZED,32,2-MUC: Nur Transporter,14
4019,MOTORIZED,22,2-MUC: Nur Transporter,14
4020,MOTORIZED,17,2-MUC: Nur Transporter,14
4021,MOTORIZED,14,2-MUC: Nur Transporter,14
4022,MOTORIZED,11,2-MUC: Nur Transporter,14
4023,MOTORIZED,14,2-MUC: Nur Transporter,14
4024,MOTORIZED,14,2-MUC: Nur Transporter,14
4025,MOTORIZED,15,2-MUC: Nur Transporter,14
4026,MOTORIZED,10,2-MUC: Nur Transporter,14
4027,MOTORIZED,12,2-MUC: Nur Transporter,14
4028,MOTORIZED,14,2-MUC: Nur Transporter,14
4029,MOTORIZED,11,2-MUC: Nur Transporter,14
4030,MOTORIZED,16,2-MUC: Nur Transporter,14
4031,MOTORIZED,26,2-MUC: Nur Transporter,14
4032,MOTORIZED,9,2-MUC: Nur Transporter,14
4033,MOTORIZED,9,2-MUC: Nur Transporter,14
4034,MOTORIZED,10,2-MUC: Nur Transporter,14
4035,MOTORIZED,10,2-MUC: Nur Transporter,14
4036,MOTORIZED,8,2-MUC: Nur Transporter,14
4037,MOTORIZED,17,2-MUC: Nur Transporter,14
4038,MOTORIZED,17,2-MUC: Nur Transporter,14
4039,MOTORIZED,17,2-MUC: Nur Transporter,14
4040,MOTORIZED,42,2-MUC: Nur Transporter,14
4041,MOTORIZED,4,2-MUC: Nur Transporter,14
4042,MOTORIZED,17,2-MUC: Nur Transporter,14
4043,MOTORIZED,7,2-MUC: Nur Transporter,14
4044,MOTORIZED,18,2-MUC: Nur Transporter,14
4045,MOTORIZED,27,2-MUC: Nur Transporter,14
4046,MOTORIZED,8,2-MUC: Nur Transporter,14
4047,MOTORIZED,22,2-MUC: Nur Transporter,14
4048,MOTORIZED,3,2-MUC: Nur Transporter,14
4049,MOTORIZED,12,2-MUC: Nur Transporter,14
4050,MOTORIZED,22,2-MUC: Nur Transporter,14
4051,MOTORIZED,4,2-MUC: Nur Transporter,14
4052,MOTORIZED,7,2-MUC: Nur Transporter,14
4053,MOTORIZED,10,2-MUC: Nur Transporter,14
4054,MOTORIZED,24,2-MUC: Nur Transporter,14
4055,MOTORIZED,11,2-MUC: Nur Transporter,14
4056,MOTORIZED,1,2-MUC: Nur Transporter,14
4057,MOTORIZED,6,2-MUC: Nur Transporter,14
4058,MOTORIZED,9,2-MUC: Nur Transporter,14
4059,MOTORIZED,10,2-MUC: Nur Transporter,14
4060,MOTORIZED,10,2-MUC: Nur Transporter,14
4061,MOTORIZED,16,2-MUC: Nur Transporter,14
4062,MOTORIZED,23,2-MUC: Nur Transporter,14
4063,MOTORIZED,9,2-MUC: Nur Transporter,14
4064,MOTORIZED,4,2-MUC: Nur Transporter,14
4065,MOTORIZED,10,2-MUC: Nur Transporter,14
4066,MOTORIZED,7,2-MUC: Nur Transporter,14
4067,MOTORIZED,40,2-MUC: Nur Transporter,14
4068,MOTORIZED,22,2-MUC: Nur Transporter,14
4069,MOTORIZED,22,2-MUC: Nur Transporter,14
4070,MOTORIZED,22,2-MUC: Nur Transporter,14
4071,MOTORIZED,10,2-MUC: Nur Transporter,14
4072,MOTORIZED,5,2-MUC: Nur Transporter,14
4073,MOTORIZED,2,2-MUC: Nur Transporter,14
4074,MOTORIZED,11,2-MUC: Nur Transporter,14
4075,MOTORIZED,6,2-MUC: Nur Transporter,14
4076,MOTORIZED,7,2-MUC: Nur Transporter,14
4077,MOTORIZED,7,2-MUC: Nur Transporter,14
4078,MOTORIZED,7,2-MUC: Nur Transporter,14
4079,MOTORIZED,8,2-MUC: Nur Transporter,14
4080,MOTORIZED,17,2-MUC: Nur Transporter,14
4081,MOTORIZED,15,2-MUC: Nur Transporter,14
4082,MOTORIZED,40,2-MUC: Nur Transporter,14
4083,MOTORIZED,36,2-MUC: Nur Transporter,14
4084,MOTORIZED,23,2-MUC: Nur Transporter,14
4085,MOTORIZED,11,2-MUC: Nur Transporter,14
4086,MOTORIZED,29,2-MUC: Nur Transporter,14
4087,MOTORIZED,5,2-MUC: Nur Transporter,14
4088,MOTORIZED,6,2-MUC: Nur Transporter,14
4089,MOTORIZED,10,2-MUC: Nur Transporter,14
4090,MOTORIZED,35,2-MUC: Nur Transporter,14
4091,MOTORIZED,8,2-MUC: Nur Transporter,14
4092,MOTORIZED,16,2-MUC: Nur Transporter,14
4093,MOTORIZED,20,2-MUC: Nur Transporter,14
4094,MOTORIZED,8,2-MUC: Nur Transporter,14
4095,MOTORIZED,8,2-MUC: Nur Transporter,14
4096,MOTORIZED,14,2-MUC: Nur Transporter,14
4097,MOTORIZED,2,2-MUC: Nur Transporter,14
4098,MOTORIZED,26,2-MUC: Nur Transporter,14
4099,MOTORIZED,12,2-MUC: Nur Transporter,14
4100,MOTORIZED,8,2-MUC: Nur Transporter,14
4101,MOTORIZED,17,2-MUC: Nur Transporter,14
4102,MOTORIZED,9,2-MUC: Nur Transporter,14
4103,MOTORIZED,7,2-MUC: Nur Transporter,14
4104,MOTORIZED,31,2-MUC: Nur Transporter,14
4105,MOTORIZED,24,2-MUC: Nur Transporter,14
4106,MOTORIZED,12,2-MUC: Nur Transporter,14
4107,MOTORIZED,11,2-MUC: Nur Transporter,14
4108,MOTORIZED,17,2-MUC: Nur Transporter,14
4109,MOTORIZED,15,2-MUC: Nur Transporter,14
4110,MOTORIZED,21,2-MUC: Nur Transporter,14
4111,MOTORIZED,24,2-MUC: Nur Transporter,14
4112,MOTORIZED,16,2-MUC: Nur Transporter,14
4113,MOTORIZED,21,2-MUC: Nur Transporter,14
4114,MOTORIZED,14,2-MUC: Nur Transporter,14
4115,MOTORIZED,15,2-MUC: Nur Transporter,14
4116,MOTORIZED,18,2-MUC: Nur Transporter,14
4117,MOTORIZED,17,2-MUC: Nur Transporter,14
4120,MOTORIZED,27,2-MUC: Nur Transporter,14
4121,MOTORIZED,31,2-MUC: Nur Transporter,14
4138,MOTORIZED,21,2-MUC: Nur Transporter,14
4139,MOTORIZED,16,2-MUC: Nur Transporter,14
4140,MOTORIZED,17,2-MUC: Nur Transporter,14
4141,MOTORIZED,10,2-MUC: Nur Transporter,14
4142,MOTORIZED,11,2-MUC: Nur Transporter,14
4143,MOTORIZED,5,2-MUC: Nur Transporter,14
4144,MOTORIZED,9,2-MUC: Nur Transporter,14
4145,MOTORIZED,2,2-MUC: Nur Transporter,14
4146,MOTORIZED,19,2-MUC: Nur Transporter,14
4147,MOTORIZED,18,2-MUC: Nur Transporter,14
4148,MOTORIZED,18,2-MUC: Nur Transporter,14
4149,MOTORIZED,9,2-MUC: Nur Transporter,14
4150,MOTORIZED,13,2-MUC: Nur Transporter,14
4152,MOTORIZED,9,2-MUC: Nur Transporter,14
4153,MOTORIZED,6,2-MUC: Nur Transporter,14
4154,MOTORIZED,16,2-MUC: Nur Transporter,14
4155,MOTORIZED,14,2-MUC: Nur Transporter,14
4156,MOTORIZED,14,2-MUC: Nur Transporter,14
4157,MOTORIZED,10,2-MUC: Nur Transporter,14
4158,MOTORIZED,13,2-MUC: Nur Transporter,14
4159,MOTORIZED,1,2-MUC: Nur Transporter,14
4160,MOTORIZED,9,2-MUC: Nur Transporter,14
4161,MOTORIZED,6,2-MUC: Nur Transporter,14
4162,MOTORIZED,24,2-MUC: Nur Transporter,14
4163,MOTORIZED,15,2-MUC: Nur Transporter,14
4164,MOTORIZED,25,2-MUC: Nur Transporter,14
4165,MOTORIZED,23,2-MUC: Nur Transporter,14
4166,MOTORIZED,16,2-MUC: Nur Transporter,14
4167,MOTORIZED,29,2-MUC: Nur Transporter,14
4168,MOTORIZED,25,2-MUC: Nur Transporter,14
4169,MOTORIZED,18,2-MUC: Nur Transporter,14
4170,MOTORIZED,15,2-MUC: Nur Transporter,14
4171,MOTORIZED,9,2-MUC: Nur Transporter,14
4172,MOTORIZED,15,2-MUC: Nur Transporter,14
4173,MOTORIZED,2,2-MUC: Nur Transporter,14
4174,MOTORIZED,5,2-MUC: Nur Transporter,14
4175,MOTORIZED,31,2-MUC: Nur Transporter,14
4176,MOTORIZED,3,2-MUC: Nur Transporter,14
4177,MOTORIZED,15,2-MUC: Nur Transporter,14
4178,MOTORIZED,10,2-MUC: Nur Transporter,14
4179,MOTORIZED,4,2-MUC: Nur Transporter,14
4180,MOTORIZED,36,2-MUC: Nur Transporter,14
4182,MOTORIZED,16,2-MUC: Nur Transporter,14
4183,MOTORIZED,30,2-MUC: Nur Transporter,14
4184,MOTORIZED,8,2-MUC: Nur Transporter,14
4185,MOTORIZED,8,2-MUC: Nur Transporter,14
4186,MOTORIZED,7,2-MUC: Nur Transporter,14
4187,MOTORIZED,7,2-MUC: Nur Transporter,14
4188,MOTORIZED,51,2-MUC: Nur Transporter,14
4189,MOTORIZED,19,2-MUC: Nur Transporter,14
4191,MOTORIZED,40,2-MUC: Nur Transporter,14
4192,MOTORIZED,17,2-MUC: Nur Transporter,14
4193,MOTORIZED,25,2-MUC: Nur Transporter,14
4194,MOTORIZED,12,2-MUC: Nur Transporter,14
4195,MOTORIZED,27,2-MUC: Nur Transporter,14
4196,MOTORIZED,10,2-MUC: Nur Transporter,14
4197,MOTORIZED,8,2-MUC: Nur Transporter,14
4198,MOTORIZED,12,2-MUC: Nur Transporter,14
4199,MOTORIZED,1,2-MUC: Nur Transporter,14
4200,MOTORIZED,15,2-MUC: Nur Transporter,14
4201,MOTORIZED,33,2-MUC: Nur Transporter,14
4202,MOTORIZED,30,2-MUC: Nur Transporter,14
4203,MOTORIZED,23,2-MUC: Nur Transporter,14
4204,MOTORIZED,6,2-MUC: Nur Transporter,14
4205,MOTORIZED,27,2-MUC: Nur Transporter,14
4206,MOTORIZED,15,2-MUC: Nur Transporter,14
4207,MOTORIZED,7,2-MUC: Nur Transporter,14
4208,MOTORIZED,4,2-MUC: Nur Transporter,14
4209,MOTORIZED,18,2-MUC: Nur Transporter,14
4210,MOTORIZED,7,2-MUC: Nur Transporter,14
4211,MOTORIZED,3,2-MUC: Nur Transporter,14
4212,MOTORIZED,8,2-MUC: Nur Transporter,14
4213,MOTORIZED,17,2-MUC: Nur Transporter,14
4214,MOTORIZED,4,2-MUC: Nur Transporter,14
4215,MOTORIZED,3,2-MUC: Nur Transporter,14
4216,MOTORIZED,9,2-MUC: Nur Transporter,14
4217,MOTORIZED,16,2-MUC: Nur Transporter,14
4218,MOTORIZED,22,2-MUC: Nur Transporter,14
4219,MOTORIZED,19,2-MUC: Nur Transporter,14
4220,MOTORIZED,96,2-MUC: Nur Transporter,14
4221,MOTORIZED,10,2-MUC: Nur Transporter,14
4222,MOTORIZED,13,2-MUC: Nur Transporter,14
4223,MOTORIZED,7,2-MUC: Nur Transporter,14
4224,MOTORIZED,4,2-MUC: Nur Transporter,14
4225,MOTORIZED,5,2-MUC: Nur Transporter,14
4226,MOTORIZED,10,2-MUC: Nur Transporter,14
4227,MOTORIZED,12,2-MUC: Nur Transporter,14
4228,MOTORIZED,2,2-MUC: Nur Transporter,14
4229,MOTORIZED,31,2-MUC: Nur Transporter,14
4230,MOTORIZED,12,2-MUC: Nur Transporter,14
4231,MOTORIZED,7,2-MUC: Nur Transporter,14
4232,MOTORIZED,22,2-MUC: Nur Transporter,14
4233,MOTORIZED,12,2-MUC: Nur Transporter,14
4234,MOTORIZED,9,2-MUC: Nur Transporter,14
4235,MOTORIZED,12,2-MUC: Nur Transporter,14
4236,MOTORIZED,21,2-MUC: Nur Transporter,14
4237,MOTORIZED,20,2-MUC: Nur Transporter,14
4238,MOTORIZED,19,2-MUC: Nur Transporter,14
4239,MOTORIZED,11,2-MUC: Nur Transporter,14
4240,MOTORIZED,7,2-MUC: Nur Transporter,14
4241,MOTORIZED,7,2-MUC: Nur Transporter,14
4242,MOTORIZED,18,2-MUC: Nur Transporter,14
4243,MOTORIZED,20,2-MUC: Nur Transporter,14
4244,MOTORIZED,19,2-MUC: Nur Transporter,14
4245,MOTORIZED,8,2-MUC: Nur Transporter,14
4246,MOTORIZED,6,2-MUC: Nur Transporter,14
4247,MOTORIZED,17,2-MUC: Nur Transporter,14
4249,MOTORIZED,6,2-MUC: Nur Transporter,14
4250,MOTORIZED,7,2-MUC: Nur Transporter,14
4251,MOTORIZED,22,2-MUC: Nur Transporter,14
4254,MOTORIZED,11,2-MUC: Nur Transporter,14
4255,MOTORIZED,16,2-MUC: Nur Transporter,14
4256,MOTORIZED,5,2-MUC: Nur Transporter,14
4257,MOTORIZED,7,2-MUC: Nur Transporter,14
4258,MOTORIZED,6,2-MUC: Nur Transporter,14
4259,MOTORIZED,20,2-MUC: Nur Transporter,14
4260,MOTORIZED,17,2-MUC: Nur Transporter,14
4261,MOTORIZED,48,2-MUC: Nur Transporter,14
4263,MOTORIZED,17,2-MUC: Nur Transporter,14
4264,MOTORIZED,20,2-MUC: Nur Transporter,14
4267,MOTORIZED,42,2-MUC: Nur Transporter,14
4268,MOTORIZED,25,2-MUC: Nur Transporter,14
4269,MOTORIZED,8,2-MUC: Nur Transporter,14
4270,MOTORIZED,24,2-MUC: Nur Transporter,14
4283,MOTORIZED,13,2-MUC: Nur Transporter,14
4284,MOTORIZED,2,2-MUC: Nur Transporter,14
4285,MOTORIZED,23,2-MUC: Nur Transporter,14
4286,MOTORIZED,14,2-MUC: Nur Transporter,14
4287,MOTORIZED,30,2-MUC: Nur Transporter,14
4357,MOTORIZED,14,2-MUC: Nur Transporter,14
4375,MOTORIZED,1,2-MUC: Nur Transporter,14
1409,MOTORIZED,11,3-MUC: Optimiert,14
1412,MOTORIZED,40,3-MUC: Optimiert,14
1413,MOTORIZED,28,3-MUC: Optimiert,14
1415,MOTORIZED,10,3-MUC: Optimiert,14
1416,MOTORIZED,58,3-MUC: Optimiert,14
1417,MOTORIZED,44,3-MUC: Optimiert,14
1432,MOTORIZED,49,3-MUC: Optimiert,14
1433,MOTORIZED,60,3-MUC: Optimiert,14
1435,MOTORIZED,50,3-MUC: Optimiert,14
1437,MOTORIZED,52,3-MUC: Optimiert,14
1438,MOTORIZED,44,3-MUC: Optimiert,14
1440,MOTORIZED,27,3-MUC: Optimiert,14
1442,MOTORIZED,35,3-MUC: Optimiert,14
1443,MOTORIZED,17,3-MUC: Optimiert,14
1444,MOTORIZED,18,3-MUC: Optimiert,14
1445,MOTORIZED,38,3-MUC: Optimiert,14
1447,MOTORIZED,29,3-MUC: Optimiert,14
1448,MOTORIZED,8,3-MUC: Optimiert,14
1449,MOTORIZED,31,3-MUC: Optimiert,14
1450,MOTORIZED,15,3-MUC: Optimiert,14
1452,MOTORIZED,11,3-MUC: Optimiert,14
1453,MOTORIZED,23,3-MUC: Optimiert,14
1454,MOTORIZED,19,3-MUC: Optimiert,14
1455,MOTORIZED,1,3-MUC: Optimiert,14
1456,MOTORIZED,6,3-MUC: Optimiert,14
1457,MOTORIZED,2,3-MUC: Optimiert,14
1458,MOTORIZED,12,3-MUC: Optimiert,14
1459,MOTORIZED,28,3-MUC: Optimiert,14
1460,MOTORIZED,47,3-MUC: Optimiert,14
1461,MOTORIZED,12,3-MUC: Optimiert,14
1462,MOTORIZED,22,3-MUC: Optimiert,14
1463,MOTORIZED,11,3-MUC: Optimiert,14
1465,MOTORIZED,55,3-MUC: Optimiert,14
1466,MOTORIZED,37,3-MUC: Optimiert,14
1467,MOTORIZED,35,3-MUC: Optimiert,14
1468,MOTORIZED,38,3-MUC: Optimiert,14
1469,MOTORIZED,41,3-MUC: Optimiert,14
1470,MOTORIZED,8,3-MUC: Optimiert,14
1472,MOTORIZED,10,3-MUC: Optimiert,14
1473,MOTORIZED,6,3-MUC: Optimiert,14
1474,MOTORIZED,9,3-MUC: Optimiert,14
1475,MOTORIZED,18,3-MUC: Optimiert,14
1476,MOTORIZED,16,3-MUC: Optimiert,14
1477,MOTORIZED,20,3-MUC: Optimiert,14
1478,MOTORIZED,24,3-MUC: Optimiert,14
1479,MOTORIZED,10,3-MUC: Optimiert,14
1480,MOTORIZED,28,3-MUC: Optimiert,14
1481,MOTORIZED,7,3-MUC: Optimiert,14
1482,MOTORIZED,21,3-MUC: Optimiert,14
1483,MOTORIZED,38,3-MUC: Optimiert,14
1484,MOTORIZED,10,3-MUC: Optimiert,14
1485,MOTORIZED,38,3-MUC: Optimiert,14
1486,MOTORIZED,17,3-MUC: Optimiert,14
1489,MOTORIZED,26,3-MUC: Optimiert,14
1490,MOTORIZED,13,3-MUC: Optimiert,14
1491,MOTORIZED,20,3-MUC: Optimiert,14
1492,MOTORIZED,15,3-MUC: Optimiert,14
1493,MOTORIZED,16,3-MUC: Optimiert,14
1494,MOTORIZED,4,3-MUC: Optimiert,14
1495,MOTORIZED,16,3-MUC: Optimiert,14
1496,MOTORIZED,16,3-MUC: Optimiert,14
1497,MOTORIZED,8,3-MUC: Optimiert,14
1498,MOTORIZED,4,3-MUC: Optimiert,14
1499,MOTORIZED,65,3-MUC: Optimiert,14
1500,MOTORIZED,20,3-MUC: Optimiert,14
1501,MOTORIZED,36,3-MUC: Optimiert,14
1502,MOTORIZED,45,3-MUC: Optimiert,14
1503,MOTORIZED,11,3-MUC: Optimiert,14
1504,MOTORIZED,7,3-MUC: Optimiert,14
1505,MOTORIZED,15,3-MUC: Optimiert,14
1506,MOTORIZED,18,3-MUC: Optimiert,14
1507,MOTORIZED,31,3-MUC: Optimiert,14
1508,MOTORIZED,18,3-MUC: Optimiert,14
1509,MOTORIZED,20,3-MUC: Optimiert,14
1510,MOTORIZED,16,3-MUC: Optimiert,14
1512,MOTORIZED,4,3-MUC: Optimiert,14
1513,MOTORIZED,12,3-MUC: Optimiert,14
1514,MOTORIZED,8,3-MUC: Optimiert,14
