micro_zone,distributionType,n,scenario,dc
3455,MOTORIZED,1,3-MUC: Optimiert,14
3456,CARGO_BIKE,10,3-MUC: Optimiert,14
3456,MOTORIZED,4,3-MUC: Optimiert,14
3457,CARGO_BIKE,8,3-MUC: Optimiert,14
3457,MOTORIZED,10,3-MUC: Optimiert,14
3458,CARGO_BIKE,20,3-MUC: Optimiert,14
3458,MOTORIZED,9,3-MUC: Optimiert,14
3459,CARGO_BIKE,23,3-MUC: Optimiert,14
3459,MOTORIZED,22,3-MUC: Optimiert,14
3460,CARGO_BIKE,2,3-MUC: Optimiert,14
3460,MOTORIZED,2,3-MUC: Optimiert,14
3461,CARGO_BIKE,8,3-MUC: Optimiert,14
3461,MOTORIZED,8,3-MUC: Optimiert,14
3462,CARGO_BIKE,3,3-MUC: Optimiert,14
3462,MOTORIZED,1,3-MUC: Optimiert,14
3463,CARGO_BIKE,4,3-MUC: Optimiert,14
3463,MOTORIZED,7,3-MUC: Optimiert,14
3464,CARGO_BIKE,10,3-MUC: Optimiert,14
3464,MOTORIZED,10,3-MUC: Optimiert,14
3465,CARGO_BIKE,3,3-MUC: Optimiert,14
3465,MOTORIZED,4,3-MUC: Optimiert,14
3466,CARGO_BIKE,12,3-MUC: Optimiert,14
3466,MOTORIZED,10,3-MUC: Optimiert,14
3467,CARGO_BIKE,17,3-MUC: Optimiert,14
3467,MOTORIZED,19,3-MUC: Optimiert,14
3468,CARGO_BIKE,3,3-MUC: Optimiert,14
3468,MOTORIZED,7,3-MUC: Optimiert,14
3469,CARGO_BIKE,5,3-MUC: Optimiert,14
3469,MOTORIZED,19,3-MUC: Optimiert,14
3470,CARGO_BIKE,17,3-MUC: Optimiert,14
3470,MOTORIZED,11,3-MUC: Optimiert,14
3471,CARGO_BIKE,6,3-MUC: Optimiert,14
3471,MOTORIZED,6,3-MUC: Optimiert,14
3472,CARGO_BIKE,16,3-MUC: Optimiert,14
3472,MOTORIZED,7,3-MUC: Optimiert,14
3473,CARGO_BIKE,5,3-MUC: Optimiert,14
3473,MOTORIZED,5,3-MUC: Optimiert,14
3474,CARGO_BIKE,16,3-MUC: Optimiert,14
3474,MOTORIZED,9,3-MUC: Optimiert,14
3475,CARGO_BIKE,18,3-MUC: Optimiert,14
3475,MOTORIZED,12,3-MUC: Optimiert,14
3476,CARGO_BIKE,6,3-MUC: Optimiert,14
3476,MOTORIZED,6,3-MUC: Optimiert,14
3477,CARGO_BIKE,11,3-MUC: Optimiert,14
3477,MOTORIZED,4,3-MUC: Optimiert,14
3478,CARGO_BIKE,5,3-MUC: Optimiert,14
3478,MOTORIZED,6,3-MUC: Optimiert,14
3479,CARGO_BIKE,5,3-MUC: Optimiert,14
3479,MOTORIZED,9,3-MUC: Optimiert,14
3480,CARGO_BIKE,4,3-MUC: Optimiert,14
3480,MOTORIZED,5,3-MUC: Optimiert,14
3481,CARGO_BIKE,10,3-MUC: Optimiert,14
3481,MOTORIZED,9,3-MUC: Optimiert,14
3482,CARGO_BIKE,9,3-MUC: Optimiert,14
3482,MOTORIZED,6,3-MUC: Optimiert,14
3483,CARGO_BIKE,15,3-MUC: Optimiert,14
3483,MOTORIZED,14,3-MUC: Optimiert,14
3484,CARGO_BIKE,9,3-MUC: Optimiert,14
3484,MOTORIZED,2,3-MUC: Optimiert,14
3485,CARGO_BIKE,2,3-MUC: Optimiert,14
3485,MOTORIZED,12,3-MUC: Optimiert,14
3486,CARGO_BIKE,3,3-MUC: Optimiert,14
3486,MOTORIZED,4,3-MUC: Optimiert,14
3487,CARGO_BIKE,8,3-MUC: Optimiert,14
3487,MOTORIZED,11,3-MUC: Optimiert,14
3488,CARGO_BIKE,15,3-MUC: Optimiert,14
3488,MOTORIZED,13,3-MUC: Optimiert,14
3489,CARGO_BIKE,14,3-MUC: Optimiert,14
3489,MOTORIZED,20,3-MUC: Optimiert,14
3490,CARGO_BIKE,31,3-MUC: Optimiert,14
3490,MOTORIZED,28,3-MUC: Optimiert,14
3491,CARGO_BIKE,7,3-MUC: Optimiert,14
3491,MOTORIZED,18,3-MUC: Optimiert,14
3492,CARGO_BIKE,7,3-MUC: Optimiert,14
3492,MOTORIZED,12,3-MUC: Optimiert,14
3493,CARGO_BIKE,8,3-MUC: Optimiert,14
3493,MOTORIZED,8,3-MUC: Optimiert,14
3494,CARGO_BIKE,12,3-MUC: Optimiert,14
3494,MOTORIZED,10,3-MUC: Optimiert,14
3495,CARGO_BIKE,6,3-MUC: Optimiert,14
3495,MOTORIZED,6,3-MUC: Optimiert,14
3496,CARGO_BIKE,21,3-MUC: Optimiert,14
3496,MOTORIZED,27,3-MUC: Optimiert,14
3497,CARGO_BIKE,29,3-MUC: Optimiert,14
3497,MOTORIZED,30,3-MUC: Optimiert,14
3498,CARGO_BIKE,9,3-MUC: Optimiert,14
3498,MOTORIZED,15,3-MUC: Optimiert,14
3499,CARGO_BIKE,16,3-MUC: Optimiert,14
3499,MOTORIZED,25,3-MUC: Optimiert,14
3500,CARGO_BIKE,8,3-MUC: Optimiert,14
3500,MOTORIZED,13,3-MUC: Optimiert,14
3501,CARGO_BIKE,15,3-MUC: Optimiert,14
3501,MOTORIZED,23,3-MUC: Optimiert,14
3502,CARGO_BIKE,16,3-MUC: Optimiert,14
3502,MOTORIZED,20,3-MUC: Optimiert,14
3503,CARGO_BIKE,18,3-MUC: Optimiert,14
3503,MOTORIZED,25,3-MUC: Optimiert,14
3504,CARGO_BIKE,24,3-MUC: Optimiert,14
3504,MOTORIZED,22,3-MUC: Optimiert,14
3505,CARGO_BIKE,20,3-MUC: Optimiert,14
3505,MOTORIZED,24,3-MUC: Optimiert,14
3506,CARGO_BIKE,31,3-MUC: Optimiert,14
3506,MOTORIZED,17,3-MUC: Optimiert,14
3507,CARGO_BIKE,22,3-MUC: Optimiert,14
3507,MOTORIZED,27,3-MUC: Optimiert,14
3508,CARGO_BIKE,12,3-MUC: Optimiert,14
3508,MOTORIZED,19,3-MUC: Optimiert,14
3509,CARGO_BIKE,28,3-MUC: Optimiert,14
3509,MOTORIZED,28,3-MUC: Optimiert,14
3510,CARGO_BIKE,30,3-MUC: Optimiert,14
3510,MOTORIZED,35,3-MUC: Optimiert,14
3511,CARGO_BIKE,19,3-MUC: Optimiert,14
3511,MOTORIZED,23,3-MUC: Optimiert,14
3512,CARGO_BIKE,19,3-MUC: Optimiert,14
3512,MOTORIZED,21,3-MUC: Optimiert,14
3513,CARGO_BIKE,14,3-MUC: Optimiert,14
3513,MOTORIZED,18,3-MUC: Optimiert,14
3514,CARGO_BIKE,11,3-MUC: Optimiert,14
3514,MOTORIZED,10,3-MUC: Optimiert,14
3515,CARGO_BIKE,2,3-MUC: Optimiert,14
3515,MOTORIZED,4,3-MUC: Optimiert,14
3516,CARGO_BIKE,2,3-MUC: Optimiert,14
3516,MOTORIZED,1,3-MUC: Optimiert,14
3517,MOTORIZED,5,3-MUC: Optimiert,14
3518,CARGO_BIKE,6,3-MUC: Optimiert,14
3518,MOTORIZED,5,3-MUC: Optimiert,14
3519,CARGO_BIKE,6,3-MUC: Optimiert,14
3519,MOTORIZED,5,3-MUC: Optimiert,14
3521,CARGO_BIKE,13,3-MUC: Optimiert,14
3521,MOTORIZED,10,3-MUC: Optimiert,14
3522,CARGO_BIKE,9,3-MUC: Optimiert,14
3522,MOTORIZED,10,3-MUC: Optimiert,14
3523,CARGO_BIKE,1,3-MUC: Optimiert,14
3524,CARGO_BIKE,10,3-MUC: Optimiert,14
3524,MOTORIZED,5,3-MUC: Optimiert,14
3526,CARGO_BIKE,9,3-MUC: Optimiert,14
3526,MOTORIZED,1,3-MUC: Optimiert,14
3527,CARGO_BIKE,7,3-MUC: Optimiert,14
3527,MOTORIZED,7,3-MUC: Optimiert,14
3528,CARGO_BIKE,7,3-MUC: Optimiert,14
3528,MOTORIZED,3,3-MUC: Optimiert,14
3529,CARGO_BIKE,7,3-MUC: Optimiert,14
3529,MOTORIZED,1,3-MUC: Optimiert,14
3530,CARGO_BIKE,11,3-MUC: Optimiert,14
3530,MOTORIZED,6,3-MUC: Optimiert,14
3531,CARGO_BIKE,8,3-MUC: Optimiert,14
3531,MOTORIZED,6,3-MUC: Optimiert,14
3532,CARGO_BIKE,6,3-MUC: Optimiert,14
3533,CARGO_BIKE,9,3-MUC: Optimiert,14
3533,MOTORIZED,6,3-MUC: Optimiert,14
3534,CARGO_BIKE,6,3-MUC: Optimiert,14
3534,MOTORIZED,8,3-MUC: Optimiert,14
3535,CARGO_BIKE,3,3-MUC: Optimiert,14
3535,MOTORIZED,3,3-MUC: Optimiert,14
3536,CARGO_BIKE,5,3-MUC: Optimiert,14
3536,MOTORIZED,6,3-MUC: Optimiert,14
3537,CARGO_BIKE,7,3-MUC: Optimiert,14
3537,MOTORIZED,9,3-MUC: Optimiert,14
3538,CARGO_BIKE,4,3-MUC: Optimiert,14
3538,MOTORIZED,11,3-MUC: Optimiert,14
3539,CARGO_BIKE,6,3-MUC: Optimiert,14
3539,MOTORIZED,5,3-MUC: Optimiert,14
3540,CARGO_BIKE,4,3-MUC: Optimiert,14
3540,MOTORIZED,2,3-MUC: Optimiert,14
3541,CARGO_BIKE,13,3-MUC: Optimiert,14
3541,MOTORIZED,11,3-MUC: Optimiert,14
3542,CARGO_BIKE,7,3-MUC: Optimiert,14
3542,MOTORIZED,8,3-MUC: Optimiert,14
3543,CARGO_BIKE,11,3-MUC: Optimiert,14
3543,MOTORIZED,7,3-MUC: Optimiert,14
3544,CARGO_BIKE,13,3-MUC: Optimiert,14
3544,MOTORIZED,8,3-MUC: Optimiert,14
3545,CARGO_BIKE,12,3-MUC: Optimiert,14
3545,MOTORIZED,4,3-MUC: Optimiert,14
3546,CARGO_BIKE,8,3-MUC: Optimiert,14
3546,MOTORIZED,4,3-MUC: Optimiert,14
3547,CARGO_BIKE,16,3-MUC: Optimiert,14
3547,MOTORIZED,10,3-MUC: Optimiert,14
3548,CARGO_BIKE,7,3-MUC: Optimiert,14
3548,MOTORIZED,8,3-MUC: Optimiert,14
3549,CARGO_BIKE,10,3-MUC: Optimiert,14
3549,MOTORIZED,6,3-MUC: Optimiert,14
3550,CARGO_BIKE,12,3-MUC: Optimiert,14
3550,MOTORIZED,7,3-MUC: Optimiert,14
3551,CARGO_BIKE,22,3-MUC: Optimiert,14
3551,MOTORIZED,17,3-MUC: Optimiert,14
3552,CARGO_BIKE,11,3-MUC: Optimiert,14
3552,MOTORIZED,17,3-MUC: Optimiert,14
3553,CARGO_BIKE,18,3-MUC: Optimiert,14
3553,MOTORIZED,26,3-MUC: Optimiert,14
3554,CARGO_BIKE,5,3-MUC: Optimiert,14
3554,MOTORIZED,3,3-MUC: Optimiert,14
3555,CARGO_BIKE,11,3-MUC: Optimiert,14
3555,MOTORIZED,8,3-MUC: Optimiert,14
3556,CARGO_BIKE,10,3-MUC: Optimiert,14
3556,MOTORIZED,20,3-MUC: Optimiert,14
3557,CARGO_BIKE,10,3-MUC: Optimiert,14
3557,MOTORIZED,13,3-MUC: Optimiert,14
3558,CARGO_BIKE,6,3-MUC: Optimiert,14
3558,MOTORIZED,11,3-MUC: Optimiert,14
3559,CARGO_BIKE,4,3-MUC: Optimiert,14
3559,MOTORIZED,7,3-MUC: Optimiert,14
3560,CARGO_BIKE,15,3-MUC: Optimiert,14
3560,MOTORIZED,12,3-MUC: Optimiert,14
3561,CARGO_BIKE,7,3-MUC: Optimiert,14
3561,MOTORIZED,4,3-MUC: Optimiert,14
3562,CARGO_BIKE,8,3-MUC: Optimiert,14
3562,MOTORIZED,4,3-MUC: Optimiert,14
3563,CARGO_BIKE,1,3-MUC: Optimiert,14
3563,MOTORIZED,6,3-MUC: Optimiert,14
3564,CARGO_BIKE,6,3-MUC: Optimiert,14
3564,MOTORIZED,4,3-MUC: Optimiert,14
3565,CARGO_BIKE,8,3-MUC: Optimiert,14
3565,MOTORIZED,3,3-MUC: Optimiert,14
3566,CARGO_BIKE,9,3-MUC: Optimiert,14
3566,MOTORIZED,6,3-MUC: Optimiert,14
3567,CARGO_BIKE,12,3-MUC: Optimiert,14
3567,MOTORIZED,9,3-MUC: Optimiert,14
3568,CARGO_BIKE,16,3-MUC: Optimiert,14
3568,MOTORIZED,15,3-MUC: Optimiert,14
3569,CARGO_BIKE,10,3-MUC: Optimiert,14
3569,MOTORIZED,6,3-MUC: Optimiert,14
3570,CARGO_BIKE,22,3-MUC: Optimiert,14
3570,MOTORIZED,10,3-MUC: Optimiert,14
3571,CARGO_BIKE,14,3-MUC: Optimiert,14
3571,MOTORIZED,10,3-MUC: Optimiert,14
3572,CARGO_BIKE,12,3-MUC: Optimiert,14
3572,MOTORIZED,14,3-MUC: Optimiert,14
3573,CARGO_BIKE,12,3-MUC: Optimiert,14
3573,MOTORIZED,8,3-MUC: Optimiert,14
3574,CARGO_BIKE,7,3-MUC: Optimiert,14
3574,MOTORIZED,2,3-MUC: Optimiert,14
3575,CARGO_BIKE,11,3-MUC: Optimiert,14
3575,MOTORIZED,7,3-MUC: Optimiert,14
3576,CARGO_BIKE,11,3-MUC: Optimiert,14
3576,MOTORIZED,9,3-MUC: Optimiert,14
3577,CARGO_BIKE,8,3-MUC: Optimiert,14
3577,MOTORIZED,5,3-MUC: Optimiert,14
3578,CARGO_BIKE,7,3-MUC: Optimiert,14
3578,MOTORIZED,9,3-MUC: Optimiert,14
3579,CARGO_BIKE,5,3-MUC: Optimiert,14
3579,MOTORIZED,4,3-MUC: Optimiert,14
3580,CARGO_BIKE,1,3-MUC: Optimiert,14
3580,MOTORIZED,2,3-MUC: Optimiert,14
3581,CARGO_BIKE,8,3-MUC: Optimiert,14
3581,MOTORIZED,4,3-MUC: Optimiert,14
3582,CARGO_BIKE,4,3-MUC: Optimiert,14
3582,MOTORIZED,3,3-MUC: Optimiert,14
3583,CARGO_BIKE,21,3-MUC: Optimiert,14
3583,MOTORIZED,21,3-MUC: Optimiert,14
3584,CARGO_BIKE,4,3-MUC: Optimiert,14
3584,MOTORIZED,4,3-MUC: Optimiert,14
3585,CARGO_BIKE,6,3-MUC: Optimiert,14
3585,MOTORIZED,2,3-MUC: Optimiert,14
3586,CARGO_BIKE,13,3-MUC: Optimiert,14
3586,MOTORIZED,9,3-MUC: Optimiert,14
3587,CARGO_BIKE,3,3-MUC: Optimiert,14
3587,MOTORIZED,1,3-MUC: Optimiert,14
3588,CARGO_BIKE,11,3-MUC: Optimiert,14
3588,MOTORIZED,2,3-MUC: Optimiert,14
3589,CARGO_BIKE,8,3-MUC: Optimiert,14
3589,MOTORIZED,7,3-MUC: Optimiert,14
3590,CARGO_BIKE,14,3-MUC: Optimiert,14
3590,MOTORIZED,7,3-MUC: Optimiert,14
3591,MOTORIZED,1,3-MUC: Optimiert,14
3592,CARGO_BIKE,8,3-MUC: Optimiert,14
3592,MOTORIZED,5,3-MUC: Optimiert,14
3593,CARGO_BIKE,4,3-MUC: Optimiert,14
3593,MOTORIZED,2,3-MUC: Optimiert,14
3594,CARGO_BIKE,2,3-MUC: Optimiert,14
3594,MOTORIZED,3,3-MUC: Optimiert,14
3595,CARGO_BIKE,3,3-MUC: Optimiert,14
3595,MOTORIZED,8,3-MUC: Optimiert,14
3596,CARGO_BIKE,17,3-MUC: Optimiert,14
3596,MOTORIZED,8,3-MUC: Optimiert,14
3597,CARGO_BIKE,9,3-MUC: Optimiert,14
3597,MOTORIZED,5,3-MUC: Optimiert,14
3598,CARGO_BIKE,25,3-MUC: Optimiert,14
3598,MOTORIZED,28,3-MUC: Optimiert,14
3599,CARGO_BIKE,18,3-MUC: Optimiert,14
3599,MOTORIZED,21,3-MUC: Optimiert,14
3600,CARGO_BIKE,16,3-MUC: Optimiert,14
3600,MOTORIZED,9,3-MUC: Optimiert,14
3601,CARGO_BIKE,13,3-MUC: Optimiert,14
3601,MOTORIZED,8,3-MUC: Optimiert,14
3602,CARGO_BIKE,8,3-MUC: Optimiert,14
3602,MOTORIZED,12,3-MUC: Optimiert,14
3603,MOTORIZED,1,3-MUC: Optimiert,14
3604,CARGO_BIKE,16,3-MUC: Optimiert,14
3604,MOTORIZED,8,3-MUC: Optimiert,14
3605,CARGO_BIKE,3,3-MUC: Optimiert,14
3605,MOTORIZED,1,3-MUC: Optimiert,14
3606,CARGO_BIKE,6,3-MUC: Optimiert,14
3606,MOTORIZED,4,3-MUC: Optimiert,14
3607,CARGO_BIKE,1,3-MUC: Optimiert,14
3607,MOTORIZED,5,3-MUC: Optimiert,14
3608,CARGO_BIKE,2,3-MUC: Optimiert,14
3608,MOTORIZED,3,3-MUC: Optimiert,14
3609,CARGO_BIKE,8,3-MUC: Optimiert,14
3609,MOTORIZED,9,3-MUC: Optimiert,14
3610,CARGO_BIKE,3,3-MUC: Optimiert,14
3610,MOTORIZED,4,3-MUC: Optimiert,14
3611,CARGO_BIKE,13,3-MUC: Optimiert,14
3611,MOTORIZED,12,3-MUC: Optimiert,14
3612,CARGO_BIKE,9,3-MUC: Optimiert,14
3612,MOTORIZED,30,3-MUC: Optimiert,14
3613,CARGO_BIKE,10,3-MUC: Optimiert,14
3613,MOTORIZED,43,3-MUC: Optimiert,14
3614,CARGO_BIKE,6,3-MUC: Optimiert,14
3614,MOTORIZED,11,3-MUC: Optimiert,14
3615,CARGO_BIKE,8,3-MUC: Optimiert,14
3615,MOTORIZED,13,3-MUC: Optimiert,14
3616,CARGO_BIKE,5,3-MUC: Optimiert,14
3616,MOTORIZED,11,3-MUC: Optimiert,14
3617,CARGO_BIKE,10,3-MUC: Optimiert,14
3617,MOTORIZED,15,3-MUC: Optimiert,14
3618,CARGO_BIKE,2,3-MUC: Optimiert,14
3618,MOTORIZED,15,3-MUC: Optimiert,14
3619,CARGO_BIKE,4,3-MUC: Optimiert,14
3619,MOTORIZED,6,3-MUC: Optimiert,14
3620,CARGO_BIKE,5,3-MUC: Optimiert,14
3620,MOTORIZED,13,3-MUC: Optimiert,14
3621,CARGO_BIKE,5,3-MUC: Optimiert,14
3621,MOTORIZED,6,3-MUC: Optimiert,14
3622,CARGO_BIKE,3,3-MUC: Optimiert,14
3622,MOTORIZED,9,3-MUC: Optimiert,14
3623,CARGO_BIKE,3,3-MUC: Optimiert,14
3623,MOTORIZED,11,3-MUC: Optimiert,14
3624,CARGO_BIKE,1,3-MUC: Optimiert,14
3624,MOTORIZED,4,3-MUC: Optimiert,14
3625,CARGO_BIKE,5,3-MUC: Optimiert,14
3625,MOTORIZED,4,3-MUC: Optimiert,14
3626,CARGO_BIKE,3,3-MUC: Optimiert,14
3626,MOTORIZED,9,3-MUC: Optimiert,14
3627,CARGO_BIKE,3,3-MUC: Optimiert,14
3627,MOTORIZED,7,3-MUC: Optimiert,14
3628,CARGO_BIKE,15,3-MUC: Optimiert,14
3628,MOTORIZED,15,3-MUC: Optimiert,14
3629,CARGO_BIKE,1,3-MUC: Optimiert,14
3629,MOTORIZED,4,3-MUC: Optimiert,14
3630,CARGO_BIKE,14,3-MUC: Optimiert,14
3630,MOTORIZED,8,3-MUC: Optimiert,14
3631,CARGO_BIKE,10,3-MUC: Optimiert,14
3631,MOTORIZED,3,3-MUC: Optimiert,14
3632,CARGO_BIKE,14,3-MUC: Optimiert,14
3632,MOTORIZED,10,3-MUC: Optimiert,14
3633,CARGO_BIKE,3,3-MUC: Optimiert,14
3633,MOTORIZED,1,3-MUC: Optimiert,14
3634,CARGO_BIKE,6,3-MUC: Optimiert,14
3634,MOTORIZED,4,3-MUC: Optimiert,14
3635,CARGO_BIKE,7,3-MUC: Optimiert,14
3635,MOTORIZED,7,3-MUC: Optimiert,14
3636,CARGO_BIKE,18,3-MUC: Optimiert,14
3636,MOTORIZED,10,3-MUC: Optimiert,14
3637,CARGO_BIKE,9,3-MUC: Optimiert,14
3637,MOTORIZED,17,3-MUC: Optimiert,14
3638,CARGO_BIKE,5,3-MUC: Optimiert,14
3638,MOTORIZED,25,3-MUC: Optimiert,14
3639,CARGO_BIKE,5,3-MUC: Optimiert,14
3639,MOTORIZED,6,3-MUC: Optimiert,14
3640,CARGO_BIKE,1,3-MUC: Optimiert,14
3640,MOTORIZED,4,3-MUC: Optimiert,14
3641,CARGO_BIKE,7,3-MUC: Optimiert,14
3641,MOTORIZED,11,3-MUC: Optimiert,14
3642,CARGO_BIKE,5,3-MUC: Optimiert,14
3642,MOTORIZED,12,3-MUC: Optimiert,14
3643,CARGO_BIKE,2,3-MUC: Optimiert,14
3643,MOTORIZED,13,3-MUC: Optimiert,14
3644,CARGO_BIKE,8,3-MUC: Optimiert,14
3644,MOTORIZED,3,3-MUC: Optimiert,14
3645,CARGO_BIKE,6,3-MUC: Optimiert,14
3645,MOTORIZED,12,3-MUC: Optimiert,14
3646,CARGO_BIKE,2,3-MUC: Optimiert,14
3646,MOTORIZED,2,3-MUC: Optimiert,14
3647,CARGO_BIKE,3,3-MUC: Optimiert,14
3647,MOTORIZED,5,3-MUC: Optimiert,14
3648,CARGO_BIKE,8,3-MUC: Optimiert,14
3648,MOTORIZED,15,3-MUC: Optimiert,14
3649,CARGO_BIKE,4,3-MUC: Optimiert,14
3649,MOTORIZED,3,3-MUC: Optimiert,14
3650,CARGO_BIKE,1,3-MUC: Optimiert,14
3650,MOTORIZED,5,3-MUC: Optimiert,14
3651,CARGO_BIKE,3,3-MUC: Optimiert,14
3651,MOTORIZED,3,3-MUC: Optimiert,14
3652,CARGO_BIKE,1,3-MUC: Optimiert,14
3652,MOTORIZED,7,3-MUC: Optimiert,14
3653,CARGO_BIKE,3,3-MUC: Optimiert,14
3653,MOTORIZED,2,3-MUC: Optimiert,14
3654,CARGO_BIKE,4,3-MUC: Optimiert,14
3654,MOTORIZED,15,3-MUC: Optimiert,14
3655,CARGO_BIKE,3,3-MUC: Optimiert,14
3655,MOTORIZED,16,3-MUC: Optimiert,14
3656,CARGO_BIKE,4,3-MUC: Optimiert,14
3656,MOTORIZED,6,3-MUC: Optimiert,14
3657,CARGO_BIKE,1,3-MUC: Optimiert,14
3657,MOTORIZED,1,3-MUC: Optimiert,14
3658,CARGO_BIKE,5,3-MUC: Optimiert,14
3658,MOTORIZED,14,3-MUC: Optimiert,14
3659,CARGO_BIKE,5,3-MUC: Optimiert,14
3659,MOTORIZED,7,3-MUC: Optimiert,14
3660,CARGO_BIKE,12,3-MUC: Optimiert,14
3660,MOTORIZED,5,3-MUC: Optimiert,14
3661,CARGO_BIKE,8,3-MUC: Optimiert,14
3661,MOTORIZED,12,3-MUC: Optimiert,14
3662,CARGO_BIKE,4,3-MUC: Optimiert,14
3662,MOTORIZED,13,3-MUC: Optimiert,14
3663,CARGO_BIKE,3,3-MUC: Optimiert,14
3663,MOTORIZED,18,3-MUC: Optimiert,14
3664,CARGO_BIKE,10,3-MUC: Optimiert,14
3664,MOTORIZED,26,3-MUC: Optimiert,14
3665,CARGO_BIKE,8,3-MUC: Optimiert,14
3665,MOTORIZED,15,3-MUC: Optimiert,14
3666,CARGO_BIKE,2,3-MUC: Optimiert,14
3666,MOTORIZED,5,3-MUC: Optimiert,14
3667,MOTORIZED,2,3-MUC: Optimiert,14
3668,CARGO_BIKE,1,3-MUC: Optimiert,14
3668,MOTORIZED,8,3-MUC: Optimiert,14
3669,CARGO_BIKE,9,3-MUC: Optimiert,14
3669,MOTORIZED,19,3-MUC: Optimiert,14
3670,CARGO_BIKE,10,3-MUC: Optimiert,14
3670,MOTORIZED,18,3-MUC: Optimiert,14
3671,CARGO_BIKE,3,3-MUC: Optimiert,14
3671,MOTORIZED,8,3-MUC: Optimiert,14
3672,CARGO_BIKE,6,3-MUC: Optimiert,14
3672,MOTORIZED,14,3-MUC: Optimiert,14
3673,CARGO_BIKE,3,3-MUC: Optimiert,14
3673,MOTORIZED,6,3-MUC: Optimiert,14
3674,CARGO_BIKE,2,3-MUC: Optimiert,14
3674,MOTORIZED,11,3-MUC: Optimiert,14
3675,CARGO_BIKE,5,3-MUC: Optimiert,14
3675,MOTORIZED,4,3-MUC: Optimiert,14
3676,CARGO_BIKE,6,3-MUC: Optimiert,14
3676,MOTORIZED,8,3-MUC: Optimiert,14
3677,CARGO_BIKE,3,3-MUC: Optimiert,14
3677,MOTORIZED,2,3-MUC: Optimiert,14
3678,CARGO_BIKE,11,3-MUC: Optimiert,14
3678,MOTORIZED,8,3-MUC: Optimiert,14
3679,CARGO_BIKE,6,3-MUC: Optimiert,14
3679,MOTORIZED,11,3-MUC: Optimiert,14
3680,CARGO_BIKE,5,3-MUC: Optimiert,14
3680,MOTORIZED,15,3-MUC: Optimiert,14
3681,CARGO_BIKE,7,3-MUC: Optimiert,14
3681,MOTORIZED,9,3-MUC: Optimiert,14
3682,CARGO_BIKE,4,3-MUC: Optimiert,14
3682,MOTORIZED,15,3-MUC: Optimiert,14
3683,CARGO_BIKE,6,3-MUC: Optimiert,14
3683,MOTORIZED,1,3-MUC: Optimiert,14
3684,CARGO_BIKE,9,3-MUC: Optimiert,14
3684,MOTORIZED,16,3-MUC: Optimiert,14
3685,CARGO_BIKE,8,3-MUC: Optimiert,14
3685,MOTORIZED,8,3-MUC: Optimiert,14
3686,CARGO_BIKE,7,3-MUC: Optimiert,14
3686,MOTORIZED,8,3-MUC: Optimiert,14
3687,CARGO_BIKE,6,3-MUC: Optimiert,14
3687,MOTORIZED,15,3-MUC: Optimiert,14
3688,CARGO_BIKE,9,3-MUC: Optimiert,14
3688,MOTORIZED,9,3-MUC: Optimiert,14
3689,CARGO_BIKE,3,3-MUC: Optimiert,14
3689,MOTORIZED,15,3-MUC: Optimiert,14
3690,CARGO_BIKE,7,3-MUC: Optimiert,14
3690,MOTORIZED,4,3-MUC: Optimiert,14
3691,CARGO_BIKE,1,3-MUC: Optimiert,14
3691,MOTORIZED,2,3-MUC: Optimiert,14
3692,CARGO_BIKE,5,3-MUC: Optimiert,14
3692,MOTORIZED,22,3-MUC: Optimiert,14
3693,CARGO_BIKE,4,3-MUC: Optimiert,14
3693,MOTORIZED,3,3-MUC: Optimiert,14
3694,CARGO_BIKE,4,3-MUC: Optimiert,14
3694,MOTORIZED,14,3-MUC: Optimiert,14
3695,CARGO_BIKE,5,3-MUC: Optimiert,14
3695,MOTORIZED,10,3-MUC: Optimiert,14
3696,CARGO_BIKE,6,3-MUC: Optimiert,14
3696,MOTORIZED,19,3-MUC: Optimiert,14
3697,CARGO_BIKE,1,3-MUC: Optimiert,14
3697,MOTORIZED,4,3-MUC: Optimiert,14
3698,CARGO_BIKE,2,3-MUC: Optimiert,14
3698,MOTORIZED,12,3-MUC: Optimiert,14
3699,CARGO_BIKE,4,3-MUC: Optimiert,14
3699,MOTORIZED,6,3-MUC: Optimiert,14
3700,CARGO_BIKE,4,3-MUC: Optimiert,14
3700,MOTORIZED,12,3-MUC: Optimiert,14
3701,CARGO_BIKE,5,3-MUC: Optimiert,14
3701,MOTORIZED,15,3-MUC: Optimiert,14
3702,CARGO_BIKE,1,3-MUC: Optimiert,14
3703,CARGO_BIKE,3,3-MUC: Optimiert,14
3703,MOTORIZED,9,3-MUC: Optimiert,14
3704,CARGO_BIKE,6,3-MUC: Optimiert,14
3704,MOTORIZED,8,3-MUC: Optimiert,14
3705,CARGO_BIKE,11,3-MUC: Optimiert,14
3705,MOTORIZED,15,3-MUC: Optimiert,14
3706,CARGO_BIKE,4,3-MUC: Optimiert,14
3706,MOTORIZED,9,3-MUC: Optimiert,14
3707,CARGO_BIKE,6,3-MUC: Optimiert,14
3707,MOTORIZED,8,3-MUC: Optimiert,14
3708,CARGO_BIKE,3,3-MUC: Optimiert,14
3708,MOTORIZED,4,3-MUC: Optimiert,14
3709,CARGO_BIKE,4,3-MUC: Optimiert,14
3709,MOTORIZED,8,3-MUC: Optimiert,14
3710,CARGO_BIKE,3,3-MUC: Optimiert,14
